project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update
docile-charge-point,Scriptable OCPP charge point simulator and test tool.,NewMotion,https://github.com/ShellRechargeSolutionsEU/docile-charge-point.git,github,"ocpp,emobility,testing,charging-station,dsl,scala",Mobility and Transportation,"2021/08/17, 13:37:10",59,0,18,true,Scala,Shell Recharge Solutions EU,ShellRechargeSolutionsEU,"Scala,Dockerfile",,,"2018/04/04, 15:33:31",1614,GPL-3.0,0,183,"2022/01/20, 16:29:20",7,16,19,2,227,3,0.4,0.3793103448275862,,,0,8,false,,false,false,,,https://github.com/ShellRechargeSolutionsEU,https://shellrecharge.com,"Amsterdam, Netherlands",,,https://avatars.githubusercontent.com/u/799802?v=4,,,
MaaS Global,"Mobility as a Service API - data model, tests and validation.",maasglobal,https://github.com/maasglobal/maas-schemas.git,github,"mobility-as-a-service,mobility,transportation",Mobility and Transportation,"2022/08/16, 11:42:58",15,0,2,true,TypeScript,MaaS Global Ltd,maasglobal,"TypeScript,JavaScript,Shell",https://maasglobal.github.io/,,"2016/07/21, 10:39:44",2236,MIT,167,2173,"2022/08/16, 11:42:59",20,680,680,49,19,20,1.0,0.7991831177671885,"2019/05/23, 08:15:50",v7.10.0-dev,0,25,false,,false,false,,,https://github.com/maasglobal,https://maas.global,Finland,,,https://avatars.githubusercontent.com/u/17618385?v=4,,,
CoopCycle,A self-hosted platform to order meals in your neighborhood and get them delivered by bike couriers.,coopcycle,https://github.com/coopcycle/coopcycle-web.git,github,"symfony,apiplatform,coop,platformcoop",Mobility and Transportation,"2022/09/02, 13:08:44",489,0,54,true,PHP,CoopCycle,coopcycle,"PHP,JavaScript,Gherkin,Twig,SCSS,CSS,Dockerfile,Shell,Makefile,HTML",https://coopcycle.org,,"2016/11/29, 12:10:32",2105,CUSTOM,972,9250,"2022/09/01, 04:04:31",540,1992,2832,566,3,49,0.5,0.17196514054253098,"2022/06/02, 15:57:55",v0.5.1,3,68,true,"open_collective,custom",false,true,,,https://github.com/coopcycle,https://coopcycle.org,"Paris, France",,,https://avatars.githubusercontent.com/u/24247863?v=4,,,
EVNotify,Allows you to monitor your electric vehicle and let you notify when the specified preset state of charge has been achieved.,EVNotify,https://github.com/EVNotify/EVNotify.git,github,,Mobility and Transportation,"2022/07/30, 18:14:25",169,0,40,true,Vue,,EVNotify,"Vue,JavaScript,CSS,HTML",https://evnotify.com,,"2017/06/09, 19:01:25",1913,CUSTOM,1,664,"2022/07/31, 07:24:09",75,51,211,16,35,10,0.1,0.09983361064891849,"2021/01/23, 12:58:48",2.2.1-patch.3,0,9,true,"github,patreon,open_collective,ko_fi,tidelift,community_bridge,custom",true,true,,,https://github.com/EVNotify,,,,,https://avatars.githubusercontent.com/u/45699245?v=4,,,
icare,An open source carpooling platform used as a basis for our commercial product Company Carpool.,diowa,https://github.com/diowa/icare.git,github,"carpooling,rails,ridesharing,travel,ruby,heroku",Mobility and Transportation,"2022/09/03, 20:53:58",215,0,16,true,Ruby,diowa,diowa,"Ruby,Slim,JavaScript,SCSS,HTML,Handlebars,Dockerfile,Shell,Procfile",https://icare.diowa.com/,,"2012/08/26, 18:09:24",3661,BSD-2-Clause,543,3848,"2022/09/03, 20:54:09",13,1067,1133,277,1,0,0.0,0.4890542907180385,,,0,6,false,,false,true,,,https://github.com/diowa,diowa.com,United Kingdom,,,https://avatars.githubusercontent.com/u/2099801?v=4,,,
Carpoolear,The first Argentine Facebook app that allows the users of this social network to share car trips with other users.,STS-Rosario,https://github.com/STS-Rosario/carpoolear.git,github,"vuejs,frontend,carpooling,app,cordova,mobile,web",Mobility and Transportation,"2020/07/02, 12:21:51",74,0,11,true,Vue,STS Rosario,STS-Rosario,"Vue,CSS,JavaScript,HTML",https://carpoolear.com.ar,,"2016/12/10, 16:11:17",2094,LGPL-3.0,0,739,"2022/07/07, 01:41:29",25,49,53,5,59,21,0.2,0.5588822355289421,,,0,10,false,,false,false,,,https://github.com/STS-Rosario,http://www.stsrosario.org.ar/index.html,Rosario,,,https://avatars.githubusercontent.com/u/24493883?v=4,,,
UTD19,Largest multi-city traffic dataset publicly available.,,,custom,,Mobility and Transportation,,,,,,,,,,https://utd19.ethz.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenEVSE,Firmware for OpenEVSE: Open Source Hardware J1772 Electric Vehicle Supply Equipment.,lincomatic,https://github.com/lincomatic/open_evse.git,github,,Mobility and Transportation,"2022/01/24, 18:06:10",103,0,6,true,C++,,,"C++,Roff,C,Objective-C,Batchfile",,,"2012/06/06, 00:32:19",3743,GPL-3.0,29,678,"2022/04/06, 19:57:05",0,76,153,13,151,0,0.5,0.174852652259332,"2017/01/20, 00:49:47",vD4.6.0,0,13,false,,false,false,,,,,,,,,,,
OpenEVSE WiFi gateway,Uses an ESP8266 (ESP-12) which communicates with the OpenEVSE controller via serial utilizing the existing RAPI API serial interface.,OpenEVSE,https://github.com/OpenEVSE/ESP8266_WiFi_v2.x.git,github,"esp8266,openevse,openenergymonitor,evse,wifi,emoncms,mqtt-client",Mobility and Transportation,"2021/10/07, 14:45:06",72,0,3,true,C,OpenEVSE,OpenEVSE,"C,C++,JavaScript,Python,Shell",https://openevse.openenergymonitor.org,,"2017/03/02, 20:44:50",2012,GPL-3.0,1,852,"2022/05/16, 16:53:54",19,109,246,3,111,0,0.1,0.528443113772455,"2020/07/29, 19:08:08",2.9.1,0,15,false,,false,false,,,https://github.com/OpenEVSE,http://www.openevse.com,,,,https://avatars.githubusercontent.com/u/14914533?v=4,,,
navitia,"An open source web API, initially built to provide traveler information on urban transportation networks.",CanalTP,https://github.com/hove-io/navitia.git,github,"public-transportation,navitia,open-api,journey-planner,gtfs,trip-planner,mobility,mobility-as-a-service,trip-planning",Mobility and Transportation,"2022/09/02, 12:43:37",378,0,16,true,C++,Hove,hove-io,"C++,Python,CMake,Shell,C,Scala,Mako,HTML,Procfile",https://www.navitia.io/,,"2013/06/19, 15:34:30",3364,AGPL-3.0,1136,19661,"2022/09/02, 12:43:38",34,3642,3769,306,2,6,3.0,0.8687544824288788,,,0,63,false,,false,true,,,https://github.com/hove-io,https://www.navitia.io,Paris,,,https://avatars.githubusercontent.com/u/2743985?v=4,,,
DeepMove,Predicting Human Mobility with Attentional Recurrent Networks.,vonfeng,https://github.com/vonfeng/DeepMove.git,github,"mobility-trajectory,attention,www,prediction",Mobility and Transportation,"2019/08/03, 10:09:27",110,0,34,false,Python,,,Python,,,"2018/06/15, 16:31:08",1542,GPL-2.0,0,7,"2019/03/23, 06:04:48",8,0,2,0,1261,1,0,0.0,,,0,1,false,,false,false,,,,,,,,,,,
mobility-data-specification,A data standard to enable communication between mobility companies and local governments.,openmobilityfoundation,https://github.com/openmobilityfoundation/mobility-data-specification.git,github,"mds,scooters,cities,carshare,bikesharing,scooter-sharing,mobility-as-a-service,bike-share,bike-sharing,mobility,mobility-data,micromobility,passenger-services,delivery-robot,geofencing,right-of-way,policy-as-code,delivery,taxi",Mobility and Transportation,"2021/11/04, 13:35:27",596,0,59,true,Python,Open Mobility Foundation,openmobilityfoundation,Python,https://www.openmobilityfoundation.org/about-mds/,,"2018/05/03, 18:21:02",1585,CUSTOM,120,1451,"2022/08/29, 19:22:58",115,420,641,71,6,14,0.6,0.5866780529461999,"2021/11/04, 13:41:41",1.2.0,0,79,false,,true,true,,,https://github.com/openmobilityfoundation,http://www.openmobilityfoundation.org/,,,,https://avatars.githubusercontent.com/u/52187191?v=4,,,
OpenConcept,A toolkit for conceptual MDAO of aircraft with unconventional propulsion architectures.,mdolab,https://github.com/mdolab/openconcept.git,github,,Mobility and Transportation,"2022/08/12, 00:52:06",21,0,4,true,Python,MDO Lab,mdolab,Python,,",https://doi.org/10.3390/aerospace9050243","2018/06/28, 17:01:48",1529,MIT,15,157,"2022/08/11, 17:36:08",0,33,42,15,24,0,7.2,0.13013698630136983,"2022/08/11, 18:12:50",v1.0.0,0,4,false,,false,false,,,https://github.com/mdolab,mdolab.engin.umich.edu,,,,https://avatars.githubusercontent.com/u/26934866?v=4,,,
Open Charge Map,The global public registry of electric vehicle charging locations.,openchargemap,https://github.com/openchargemap/ocm-system.git,github,,Mobility and Transportation,"2022/08/23, 11:18:45",72,0,16,true,C#,Open Charge Map,openchargemap,"C#,HTML,JavaScript,TypeScript,CSS,SCSS,Dockerfile",https://openchargemap.org,,"2013/05/31, 08:48:24",3383,MIT,62,924,"2022/07/29, 02:11:35",73,37,126,13,37,14,0.0,0.044520547945205435,,,0,10,false,,true,false,,,https://github.com/openchargemap,http://openchargemap.org,,,,https://avatars.githubusercontent.com/u/2486335?v=4,,,
EVCC,An extensible EV Charge Controller with PV integration implemented in Go.,andig,https://github.com/evcc-io/evcc.git,github,"mqtt,golang,pv,wallbox,emobility,charger,wallbe,home-automation",Mobility and Transportation,"2022/09/04, 20:03:13",759,23,492,true,Go,,evcc-io,"Go,Vue,JavaScript,Smarty,CSS,Shell,Makefile,Dockerfile,HTML",https://evcc.io,,"2019/12/06, 16:27:04",1003,MIT,1096,2190,"2022/09/04, 21:01:01",39,1394,2266,1257,0,23,1.1,0.22248353715898406,"2022/08/13, 11:31:37",0.100,0,57,true,"github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,otechie,custom",false,false,"JanDragon/evcc,opensprinklershop/evcc,matspi/evcc,jkmssoft/evcc,MrJayC/evcc,fawick/evcc,premultiply/evcc,mclane/evccWOPhases,Pjg-Git/evcc,SirkoVZ/evcc,int5749/evcc,waldtraut1981/evcc,lukasbisdorf/evcc,texperiri/evcc,Chris591/evcc,bboehmke/evcc,StefanSchoof/evcc,PanNwt/evcc,bicaluv/evcc,thierolm/evcc,rivengh/evcc,schenlap/evcc,evcc-io/evcc",,https://github.com/evcc-io,https://evcc.io,Germany,,,https://avatars.githubusercontent.com/u/81383504?v=4,,,
SteVe,"Provides basic functions for the administration of charge points, user data and RFID cards for user authentication and was tested successfully in operation.",RWTH-i5-IDSG,https://github.com/steve-community/steve.git,github,"steve,ocpp,java,emobility,chargingstation,mobility,smarthome",Mobility and Transportation,"2022/09/03, 07:55:42",360,0,123,true,Java,SteVe Community,steve-community,"Java,CSS,JavaScript,Dockerfile",,,"2013/09/05, 12:31:46",3286,GPL-3.0,253,1668,"2022/09/03, 10:08:53",67,470,829,221,1,6,0.0,0.3312597200622084,"2022/03/31, 12:45:29",steve-3.4.9,0,16,false,,false,false,,,https://github.com/steve-community,,Germany,,,https://avatars.githubusercontent.com/u/112710077?v=4,,,
RISE-V2G,The only fully-featured reference implementation of the Vehicle-2-Grid communication interface ISO 15118.,V2GClarity,https://github.com/SwitchEV/RISE-V2G.git,github,,Mobility and Transportation,"2022/06/02, 08:57:28",148,0,46,true,Java,Switch,SwitchEV,"Java,Batchfile,Shell",,,"2017/07/20, 18:59:25",1872,MIT,17,182,"2022/01/28, 13:52:00",16,33,76,18,219,4,0.0,0.5833333333333333,"2020/07/23, 16:44:22",1.2.6,0,11,false,,false,false,,,https://github.com/SwitchEV,https://www.switch-ev.com,"London, UK",,,https://avatars.githubusercontent.com/u/30324321?v=4,,,
simobility,A human-friendly Python framework that helps scientists and engineers to prototype and compare fleet optimization algorithms (autonomous and human-driven vehicles).,sash-ko,https://github.com/sash-ko/simobility.git,github,"mobility,mobility-modeling,autonomous-vehicles,optimization-algorithms,simulation-framework,simulator,ridesharing,fleet-management,python,ridehailing,transportation",Mobility and Transportation,"2020/12/29, 14:07:49",34,0,8,false,Python,,,"Python,Makefile,Shell",,,"2020/01/22, 18:23:34",956,MIT,0,237,"2020/12/29, 14:07:50",6,4,5,0,614,0,0.0,0.008658008658008698,"2020/03/01, 11:43:07",v0.3.0,0,2,false,,false,false,,,,,,,,,,,
MobiVoc,An open vocabulary for future-oriented mobility solutions.,vocol,https://github.com/vocol/mobivoc.git,github,"public-transportation,vocabulary,schema,ontology,mobility-concepts,parking,charging-stations,limbo-project",Mobility and Transportation,"2019/09/02, 09:04:50",25,0,3,false,,VoCol - Vocabulary collaboration and build environment,vocol,,http://mobivoc.org,,"2014/08/05, 14:18:24",2952,CC-BY-4.0,0,394,"2019/08/16, 12:16:48",9,8,56,0,1115,0,0.25,0.7137096774193548,"2019/08/22, 11:52:54",v1.1.4,0,12,false,,false,true,,,https://github.com/vocol,https://github.com/vocol/vocol,,,,https://avatars.githubusercontent.com/u/8235117?v=4,,,
Transportr,The public transport companion that respects your privacy and your freedom.,grote,https://github.com/grote/Transportr.git,github,"public-transportation,android-app,map",Mobility and Transportation,"2022/08/07, 14:52:48",820,0,106,true,Kotlin,,,"Kotlin,Java,Python,Ruby,Shell",https://transportr.app,,"2013/09/06, 10:00:57",3285,GPL-3.0,6,1263,"2022/09/02, 19:51:20",128,168,691,25,2,14,2.1,0.16094771241830064,"2021/11/08, 12:52:13",2.1.4,0,40,true,"github,liberapay,custom",false,true,,,,,,,,,,,
OneBusAway,The Open Source platform for Real Time Transit Info.,OneBusAway,https://github.com/OneBusAway/onebusaway-android.git,github,"android,onebusaway,java,public-transportation,transit,open-transit-software-foundation",Mobility and Transportation,"2022/06/22, 13:57:24",417,0,20,true,Java,OneBusAway,OneBusAway,"Java,Kotlin,HTML,PowerShell,Python,Shell",http://www.onebusaway.org/,,"2011/06/10, 01:07:10",4105,CUSTOM,29,2384,"2022/07/19, 23:20:36",177,388,915,12,47,14,0.0,0.32156488549618323,"2022/06/14, 21:24:42",v2.10.1,0,28,false,,false,true,,,https://github.com/OneBusAway,https://github.com/OneBusAway/onebusaway/wiki,,,,https://avatars.githubusercontent.com/u/1428806?v=4,,,
transitfeed,"A Python library for reading, validating and writing transit schedule information in the GTFS format.",google,https://github.com/google/transitfeed.git,github,,Mobility and Transportation,"2022/05/23, 16:23:53",648,36,28,true,Python,Google,google,"Python,JavaScript,CSS,HTML,VBScript",https://github.com/google/transitfeed/wiki,,"2014/09/15, 15:16:32",2911,Apache-2.0,1,434,"2021/10/16, 08:29:50",194,47,326,2,323,21,0.4,0.49367088607594933,"2018/01/24, 22:09:07",1.2.16,0,23,false,,false,true,"informaticacba/gtfseditor,avilaton/gtfseditor,etalab/transport-validator-python,tulsawebdevs/tulsa-transit-google,YoRyan/busbook,Thynix/aaata-buspage,jonathanzhang99/livesubway,brennv/gtfs-pipeline,SamTrans/gtfs-qa,zacs/victoriaclipper-gtfs,ultranaut/jitney,bcpearce/nyc-train-arrival-server,NoxHarmonium/transport-heartbeat,egofer/organicity-risum,yinnonsanders/tcat_gtfs,philnielsen/alexa-metra,bcpearce/nyc-train-arrival,askogvold/shapes-editor,AaronMorais/textYRT,guidj/transit,kdheepak/RTDT,azavea/gtfs-feed-fetcher,flibbertigibbet/gtfs-feed-fetcher,publictransit-in/livetrains,Trillium-Solutions/oba_rvtd_monitor,grote/osm2gtfs,fgcarto/gtfsdb,peterlau/gtfsdb-versioned,opentripplanner/OTPSetup,demotera/mobirennes,Tristramg/mumoro,novalis/BusTracker,jcabannes/Projet_tut,ed-g/transitfeed_web,Trillium-Solutions/oba_rvtd_deployer,evansiroky/OnTransit",,https://github.com/google,https://opensource.google/,,,,https://avatars.githubusercontent.com/u/1342004?v=4,,,
node-gtfs,"Import GTFS transit data into SQLite and query routes, stops, times, fares and more.",BlinkTagInc,https://github.com/BlinkTagInc/node-gtfs.git,github,"gtfs,node-gtfs,transit,transit-data,public-transportation,sqlite,geojson",Mobility and Transportation,"2022/08/08, 22:52:38",362,0,33,true,JavaScript,BlinkTag,BlinkTagInc,"JavaScript,TypeScript,Shell",,,"2012/02/13, 17:38:00",3856,MIT,48,684,"2022/08/08, 22:47:28",2,61,129,8,27,0,0.8,0.11746031746031749,"2022/08/08, 22:46:07",3.6.0,0,32,false,,false,false,,,https://github.com/BlinkTagInc,https://blinktag.com,"San Francisco, CA",,,https://avatars.githubusercontent.com/u/12618433?v=4,,,
Public Transport Enabler,Unleash public transport data in your Java project.,schildbach,https://github.com/schildbach/public-transport-enabler.git,github,"java,library,public-transportation,navitia,hafas,efa",Mobility and Transportation,"2022/09/04, 08:39:51",318,0,44,true,Java,,,Java,https://groups.google.com/forum/#!forum/public-transport-enabler-discuss,,"2013/05/27, 15:31:24",3387,GPL-3.0,28,2455,"2022/05/06, 08:46:34",204,134,276,21,121,27,0.6,0.0714285714285714,,,0,36,false,,false,false,,,,,,,,,,,
osm2gtfs,Turn OpenStreetMap data and schedule information into GTFS.,grote,https://github.com/grote/osm2gtfs.git,github,"openstreetmap,gtfs,schedule,public-transportation,python",Mobility and Transportation,"2020/02/03, 07:14:37",81,0,7,true,Python,,,Python,,,"2016/07/11, 21:07:57",2246,GPL-3.0,0,111,"2021/12/10, 18:16:45",31,82,133,1,268,3,1.6,0.6226415094339622,,,0,9,false,,false,false,,,,,,,,,,,
Quetzal,A modeling library designed for transport planning and traffic forecasts.,systragroup,https://github.com/systragroup/quetzal.git,github,,Mobility and Transportation,"2022/07/26, 23:00:59",26,1,5,true,Jupyter Notebook,SYSTRA,systragroup,"Jupyter Notebook,Python,QML,Batchfile,Shell,HTML",,,"2018/11/20, 08:30:37",1384,CUSTOM,126,481,"2022/08/23, 18:30:11",12,71,79,29,12,8,0.0,0.41509433962264153,"2021/01/29, 09:13:16",v2.0.0,0,9,false,,false,false,systragroup/quetzal_santo_domingo,,https://github.com/systragroup,https://www.systra.com,,,,https://avatars.githubusercontent.com/u/45179084?v=4,,,
quetzal_germany,A four step transport model for Germany using the quetzal transport modeling suite.,marlinarnz,https://github.com/marlinarnz/quetzal_germany.git,github,,Mobility and Transportation,"2022/08/26, 12:15:09",3,0,1,true,Jupyter Notebook,,,Jupyter Notebook,,",https://doi.org/10.5281/zenodo.5659679","2021/02/19, 15:12:46",562,MIT,34,59,"2022/08/23, 18:30:11",0,0,0,0,12,0,0,0.0,"2022/08/10, 09:42:54",v1.2.0,0,1,false,,false,false,,,,,,,,,,,
OpenMobility,Driving the Evolution and Broad Adoption of Open Source Mobility Modeling and Simulation Technologies.,,,custom,,Mobility and Transportation,,,,,,,,,,https://openmobility.eclipse.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NoiseModelling,A free and open source model to compute noise maps.,Ifsttar,https://github.com/Universite-Gustave-Eiffel/NoiseModelling.git,github,"propagation,acoustics,gis,modelling,noise,java,cnossos-eu,noise-modelling,pathfinder,pathfinding,research,sound-propagation,noise-propagation",Mobility and Transportation,"2022/07/20, 07:37:08",90,0,26,true,Java,Université Gustave Eiffel,Universite-Gustave-Eiffel,"Java,Groovy,CSS,HTML,JavaScript,Shell,Batchfile",https://noisemodelling.readthedocs.io ,,"2012/07/12, 11:21:06",3706,GPL-3.0,384,2322,"2022/07/29, 12:29:26",46,262,420,125,37,1,0.0,0.544837980406933,"2022/06/16, 11:49:39",v4.0.0,0,15,false,,true,false,,,https://github.com/Universite-Gustave-Eiffel,https://www.univ-gustave-eiffel.fr/,France,,,https://avatars.githubusercontent.com/u/7008647?v=4,,,
NoiseCapture,Android App dedicated to the measurement of environmental noise.,Ifsttar,https://github.com/Universite-Gustave-Eiffel/NoiseCapture.git,github,"measurements,noise-maps,collaborative-science,android",Mobility and Transportation,"2022/07/28, 07:59:00",61,0,13,true,Java,Université Gustave Eiffel,Universite-Gustave-Eiffel,"Java,Groovy,HTML,CSS,JavaScript,Scheme,Python,MATLAB",http://noise-planet.org/fr/noisecapture.html,,"2015/03/25, 14:45:36",2720,GPL-3.0,57,1002,"2022/07/28, 07:59:08",72,168,301,11,38,1,0.0,0.15000000000000002,"2021/12/10, 07:39:44",v1.2.22,0,8,false,,false,false,,,https://github.com/Universite-Gustave-Eiffel,https://www.univ-gustave-eiffel.fr/,France,,,https://avatars.githubusercontent.com/u/7008647?v=4,,,
bikedata,Aims to enable ready importing of historical trip data from all public bicycle hire systems which provide data. Will be expanded on an ongoing basis as more systems publish open data.,ropensci,https://github.com/ropensci/bikedata.git,github,"bicycle-hire-systems,r,rstats,bike-hire,bicycle-hire,database,bike-data,r-package,peer-reviewed",Mobility and Transportation,"2022/03/23, 14:55:25",77,0,3,true,R,rOpenSci,ropensci,"R,C++,C,TeX,Makefile,Shell",https://docs.ropensci.org/bikedata,",https://doi.org/10.21105/joss.00471\n#,https://doi.org/10.21105/joss.00471","2016/12/12, 16:14:07",2092,GPL-3.0,16,678,"2022/02/01, 12:13:51",19,15,85,2,215,0,0.0,0.04173106646058733,"2019/05/09, 13:38:38",v0.2.3,0,9,false,,false,true,,,https://github.com/ropensci,https://ropensci.org/,"Berkeley, CA",,,https://avatars.githubusercontent.com/u/1200269?v=4,,,
CyclOSM,A CartoCSS map style designed with cycling in mind.,cyclosm,https://github.com/cyclosm/cyclosm-cartocss-style.git,github,"osm,cartocss,cycling,openstreetmap,map,tiles",Mobility and Transportation,"2021/09/13, 19:52:16",169,0,42,true,CartoCSS,CyclOSM,cyclosm,"CartoCSS,Python,JavaScript,Shell,Dockerfile",https://www.cyclosm.org,,"2019/01/23, 15:03:34",1320,CUSTOM,3,934,"2022/08/29, 08:32:27",80,154,551,17,6,9,0.0,0.4460338101430429,"2021/07/22, 17:49:55",v0.6,4,11,false,,false,true,,,https://github.com/cyclosm,,,,,https://avatars.githubusercontent.com/u/47216240?v=4,,,
Gym Electric Motor,An OpenAI Gym Environment for Electric Motors.,upb-lea,https://github.com/upb-lea/gym-electric-motor.git,github,"reinforcement-learning,openai-gym-environments,machinelearning,openai-gym,openai,gym-environment,pmsm,motor-models,converters,benchmark,electrical-engineering,electric-drive",Mobility and Transportation,"2022/06/15, 07:09:01",193,0,70,true,Python,Paderborn University - LEA,upb-lea,Python,https://upb-lea.github.io/gym-electric-motor/,",https://doi.org/10.5281/zenodo.4355691,https://doi.org/10.21105/joss.02498,https://doi.org/10.21105/joss.02498","2019/10/21, 14:04:01",1049,MIT,161,888,"2022/06/13, 08:44:42",11,91,186,39,83,0,3.5,0.6039453717754173,"2022/06/15, 07:15:42",v1.1.0,0,11,false,,true,true,,,https://github.com/upb-lea,https://ei.uni-paderborn.de/en/lea/,"Paderborn, Germany",,,https://avatars.githubusercontent.com/u/55782224?v=4,,,
BEAM,"The Framework for Modeling Behavior, Energy, Autonomy, and Mobility in Transportation Systems.",LBNL-UCB-STI,https://github.com/LBNL-UCB-STI/beam.git,github,,Mobility and Transportation,"2022/08/30, 04:52:33",125,0,15,true,Scala,LBNL/UCB - Sustainable Transportation Initiative,LBNL-UCB-STI,"Scala,Jupyter Notebook,Python,Java,R,Batchfile,Shell,Dockerfile,Smarty,Makefile,JavaScript",,,"2016/11/07, 20:38:29",2127,CUSTOM,1296,14875,"2022/08/29, 18:20:21",122,1755,3487,779,6,64,2.8,0.8181027820710973,"2019/11/14, 15:11:09",pilates-runs-10-28-2019,0,46,false,,false,false,,,https://github.com/LBNL-UCB-STI,,"Berkeley, CA",,,https://avatars.githubusercontent.com/u/26527414?v=4,,,
WoBike,Public transport and multimodal routing apps could benefit from showing nearby bikes from bikesharing services. So here's a list showing the APIs of a few of these platforms.,ubahnverleih,https://github.com/ubahnverleih/WoBike.git,github,"bike,sharing,api,map,location,documentation,opendata,scooter,bike-share,scooter-sharing",Mobility and Transportation,"2022/08/04, 08:13:39",866,0,118,true,,,,,,,"2017/08/04, 15:12:14",1857,CUSTOM,16,293,"2022/08/04, 08:13:39",97,80,151,12,31,1,0.0,0.7112299465240641,,,0,47,false,,false,false,,,,,,,,,,,
multicycles,"Aggregates on one map, more than 100 share vehicles like bikes, scooters, mopeds and cars.",PierrickP,https://github.com/PierrickP/multicycles.git,github,"velib,freefloating,bike,bikesharing,bikeshare,mobike,bike-rental-services,lime,bird,voi,tier,api,carsharing,scooters,bikes,cars",Mobility and Transportation,"2022/08/09, 09:17:20",84,1,5,true,Vue,,,"Vue,JavaScript,SCSS,Shell,Dockerfile,HTML",https://multicycles.org/,,"2017/12/27, 09:43:15",1712,MIT,9,612,"2022/04/12, 23:50:51",34,79,152,10,145,34,0.0,0.11151079136690645,,,0,7,false,,false,false,PierrickP/multicycles,,,,,,,,,,
pybikes,"Provides a set of tools to scrape bike sharing data from different websites and APIs, thus providing a coherent and generalized set of classes and methods to access this sort of information.",eskerda,https://github.com/eskerda/pybikes.git,github,,Mobility and Transportation,"2022/08/22, 13:38:16",488,0,30,true,Python,,,"Python,Makefile",https://citybik.es,,"2010/07/16, 10:07:59",4433,LGPL-3.0,143,1091,"2022/08/22, 13:38:54",63,336,439,76,13,6,0.1,0.3959390862944162,,,0,81,false,,false,false,,,,,,,,,,,
sustainable-mobility-api,Consists of a Python library and HTTP API for estimating the environmental impact of personal mobility.,mshepherd,https://gitlab.com/mshepherd/sustainable-mobility-api,gitlab,,Mobility and Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChargyDesktopApp,"Chargy is a transparency software for secure and transparent e-mobility charging processes, as defined by the German ""Eichrecht"".",OpenChargingCloud,https://github.com/OpenChargingCloud/ChargyDesktopApp.git,github,"transparency,eichrecht,electron,chargy,smartmetering,evroamingdeluxe,premiumeichrecht,evroaming,e-mobility",Mobility and Transportation,"2022/09/04, 22:39:37",8,0,3,true,TypeScript,Open Charging Cloud,OpenChargingCloud,"TypeScript,SCSS,HTML,CSS,JavaScript,Shell",,,"2018/11/29, 21:52:31",1375,AGPL-3.0,65,540,"2022/08/03, 09:58:28",27,14,45,4,32,1,0.0,0.0189473684210526,"2020/06/29, 11:04:11",v1.2,0,3,true,"github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,otechie,custom",true,true,,,https://github.com/OpenChargingCloud,https://open.charging.cloud,"Jena, Germany",,,https://avatars.githubusercontent.com/u/17928234?v=4,,,
WWCP_OCPP,Connectivity between the World Wide Charging Protocol (WWCP) and the Open Charge Point Protocol (OCPP v1.6/v2.0).,OpenChargingCloud,https://github.com/OpenChargingCloud/WWCP_OCPP.git,github,"ocpp,e-mobility,charging,chargingstation",Mobility and Transportation,"2022/07/25, 18:58:25",24,0,12,true,C#,Open Charging Cloud,OpenChargingCloud,"C#,TypeScript,SCSS,CSS,HTML",,,"2016/05/23, 17:07:44",2295,Apache-2.0,45,141,"2020/06/28, 03:44:21",4,0,1,0,798,0,0,0.0,,,0,1,true,"github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,otechie,custom",false,false,,,https://github.com/OpenChargingCloud,https://open.charging.cloud,"Jena, Germany",,,https://avatars.githubusercontent.com/u/17928234?v=4,,,
